브랜드명,총건수,지점명비율,표기변형목록,대표주소예시,판정,판정근거,경계사례
부광상회,7,0.00,,부산광역시 중구 자갈치로 42(남포동5가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
부천상회,7,0.00,,부산광역시 중구 자갈치로 42(남포동5가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
화신상회,7,0.00,,부산광역시 중구 자갈치로 42(남포동5가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
오땡큐,7,0.29,,부산광역시 중구 구덕로 지하44(남포동5가),제외,빈도 7·지점비율 29% <40% → 일반상호 제외,Y
코지,7,0.00,,부산광역시 중구 구덕로 지하44(남포동5가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
영덕상회,7,0.00,,부산광역시 중구 자갈치해안로 52 (남포동4가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
충무상회,7,0.00,,부산광역시 중구 자갈치해안로 52(남포동4가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
서울수산,7,0.00,,부산광역시 서구 충무대로 214(남부민동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
만복상회,7,0.00,,부산광역시 중구 용미길8번길 9-1 (남포동1가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
일신상회,7,0.00,,부산광역시 중구 용미길10번길 9(남포동1가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
아르페지오,7,0.00,,부산광역시 남구 동명로152번길 100(용호동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
대전상회,7,0.00,,부산광역시 사상구 농산물시장로25번길 70(엄궁동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
미래유통,7,0.00,,부산광역시 동구 진성로21번길 13 (수정동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
대풍상회,7,0.00,,부산광역시 동구 범일로65번길 8(범일동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
마산상회,7,0.00,,부산광역시 동구 진시장로 24(범일동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
무지개,7,0.00,,부산광역시 동구 진시장로 24 (범일동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
한아름,7,0.00,,부산광역시 동구 진시장로 24 (범일동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
레드,7,0.00,,부산광역시 동구 조방로 48(범일동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
쌈지,7,0.00,,부산광역시 동구 조방로 48(범일동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
스칼렛,7,0.14,,부산광역시 동구 범일로 126(범일동),제외,빈도 7·지점비율 14% <40% → 일반상호 제외,Y
위드,7,0.00,,부산광역시 부산진구 자유평화로 7 (범천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
의성상회,7,0.00,,부산광역시 부산진구 자유평화로 7(범천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
티나,7,0.00,,부산광역시 부산진구 자유평화로 7 (범천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
오로라,7,0.00,,부산광역시 부산진구 범일로 134 (범천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
형제식품,7,0.00,,부산광역시 남구 석포로64번길 3-6(대연동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
비비,7,0.00,,부산광역시 수영구 광안해변로15번길 77(남천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
지니,7,0.00,,부산광역시 수영구 수영로388번길 46 (남천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
종로떡방,7,0.00,,부산광역시 수영구 수영로384번길 16 (남천동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
노블레스,7,0.00,,부산광역시 사상구 광장로 7 (괘법동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
오성상회,7,0.00,,부산광역시 부산진구 냉정로 227-1(개금동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
농가축산,7,0.00,,부산광역시 부산진구 백양대로60번길 76(당감동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
옥이네,7,0.00,,부산광역시 부산진구 부전로162번길 46 (부전동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
제일유통,7,0.00,,부산광역시 부산진구 새싹로14번길 62(부전동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
털보상회,7,0.00,,부산광역시 부산진구 부전로152번길 31-10(부전동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
자매상회,7,0.00,,부산광역시 부산진구 새싹로14번길 80-1(부전동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
대화상회,7,0.00,,부산광역시 부산진구 중앙대로783번길 23(부전동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
민속떡방앗간,7,0.00,,부산광역시 사상구 삼덕로46번길 62(삼락동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
제일약국,7,0.00,,부산광역시 사상구 백양대로 893 (모라동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
진수성찬,7,0.00,,부산광역시 수영구 망미배산로10번길 68 (망미동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
마코,7,0.29,,부산광역시 동래구 충렬대로237번길 24 (수안동),제외,빈도 7·지점비율 29% <40% → 일반상호 제외,Y
낙원떡방앗간,7,0.00,,부산광역시 금정구 서동시장뒷길 7(서동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
모아,7,0.00,,부산광역시 금정구 금정로60번길 19 (장전동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
경기축산,7,0.00,,경기도 평택시 통복로 45-1 (통복동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
광천상회,7,0.00,,경기도 평택시 통복시장2로 7(통복동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
정금당,7,0.00,,경기도 평택시 중앙로 17(통복동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
서해수산,7,0.00,,경기도 화성시 만세구 서신면 궁평항로 1049-24,제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
종로복떡집,7,0.00,,경기도 화성시 만세구 향남읍 3.1만세로 1105-1,제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
사랑약국,7,0.00,,경기도 오산시 오산로 79 (갈곶동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
황금어장,7,0.00,,경기도 오산시 시장길 9(오산동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
부뚜막,7,0.00,,경기도 오산시 성호새싹길 45 (오산동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
제이헤어,7,0.14,,경기도 용인시 처인구 남사읍 한숲로58번길 16,제외,빈도 7·지점비율 14% <40% → 일반상호 제외,Y
구피샵,7,0.29,,경기도 화성시 영통로61번길 11(반월동),제외,빈도 7·지점비율 29% <40% → 일반상호 제외,Y
아이비,7,0.00,,경기도 용인시 처인구 금령로99번길 7(김량장동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
임마누엘,7,0.00,,경기도 용인시 처인구 금령로99번길 7(김량장동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
서울식당,7,0.00,,경기도 용인시 처인구 금령로85번길 20-8(김량장동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
엄마반찬,7,0.00,,경기도 수원시 권선구 세권로 185(권선동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
충남수산,7,0.00,,경기도 용인시 처인구 용문로 188 (김량장동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
한양,7,0.14,,경기도 수원시 팔달구 덕영대로 지하911 (매산로1가),제외,빈도 7·지점비율 14% <40% → 일반상호 제외,Y
가람,7,0.00,,경기도 수원시 팔달구 매산로20번길 21(매산로2가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
수산마켓,7,0.00,,경기도 수원시 팔달구 동말로 72 (화서동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
치킨마루,7,0.00,,경기도 용인시 기흥구 동백7로 83 (동백동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
강화상회,7,0.00,,경기도 이천시 중리천로21번길 21 (관고동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
59쌀피자,7,0.14,,경기도 이천시 영창로 158-1(관고동),제외,빈도 7·지점비율 14% <40% → 일반상호 제외,Y
궁전떡집,7,0.00,,경기도 수원시 장안구 경수대로1081번길 46 (파장동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
고향순대국,7,0.00,,경기도 수원시 장안구 수성로370번길 52 (영화동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
하루,7,0.00,,경기도 용인시 기흥구 구성로 82 (언남동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
현대식품,7,0.00,,경기도 안산시 단원구 라성로 48 (원곡동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
우리들약국,7,0.00,,경기도 의왕시 부곡시장길 29(삼동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
시골밥상,7,0.00,,경기도 의왕시 부곡중앙남4길 17(삼동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
춘천닭갈비,7,0.00,,경기도 용인시 처인구 모현읍 외대로 46,제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
호남수산,7,0.00,,경기도 시흥시 오이도로 173(정왕동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
종로빈대떡,7,0.14,,경기도 군포시 산본로323번길 10-6 (산본동),제외,빈도 7·지점비율 14% <40% → 일반상호 제외,Y
황해상회,7,0.00,,인천광역시 남동구 장도로 86-17 (논현동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
푸른바다,7,0.00,,경기도 안양시 만안구 박달로525번길 20 (박달동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
현대청과,7,0.00,,경기도 안양시 동안구 관평로328번길 15(관양동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
고기사랑,7,0.00,,경기도 성남시 중원구 둔촌대로425번길 33(상대원동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
목포상회,7,0.00,,인천광역시 중구 연안부두로33번길 37(항동7가),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
도래울부대찌개,7,0.00,,인천광역시 미추홀구 인하로266번길 30 (주안동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
소프트치킨,7,0.00,,인천광역시 미추홀구 인주대로123번길 20(용현동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
낙원떡방아간,7,0.00,,인천광역시 미추홀구 한나루로 602-1(도화동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
전라도반찬,7,0.00,,인천광역시 남동구 만수로27번길 10-13 (만수동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
종로곱창,7,0.00,,서울특별시 금천구 시흥대로70길 33(시흥동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
형제야채,7,0.00,,서울특별시 금천구 독산로39길 55(시흥동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
제일축산,7,0.00,,경기도 성남시 수정구 수정북로 26 (태평동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
믿음수산,7,0.00,,경기도 부천시 은성로76번길 31 (소사본동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
하늘소,7,0.00,,경기도 부천시 역곡로26번길 25 (역곡동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
나주상회,7,0.00,,서울특별시 구로구 우마길 17(가리봉동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
둘둘치킨,7,0.29,,서울특별시 관악구 난곡로24길 3(신림동),제외,빈도 7·지점비율 29% <40% → 일반상호 제외,Y
나이스,7,0.00,,서울특별시 서초구 신반포로 지하200(잠원동),제외,빈도 7·지점비율 0% <40% → 일반상호 제외,Y
